cause_id,penyebab_kematian
CS04277,Crohn disease of small intestine
CS04278,Other ulcerative colitis
CS04279,Other vascular disorders of intestine
CS04280,Gallstone ileus
CS04281,Other specified functional intestinal disorders
CS04282,Rectal abscess
CS04283,Anorectal abscess
CS04284,Ischiorectal abscess
CS04285,Intrasphincteric abscess
CS04286,Toxic liver disease with other disorders of liver
CS04287,Central haemorrhagic necrosis of liver
CS04288,Infarction of liver
CS04289,Other cholecystitis
CS04290,Perforation of bile duct
CS04291,Fistula of bile duct
CS04292,Pseudocyst of pancreas
CS04293,Acute lymphadenitis of upper limb
CS04294,"Acute lymphadenitis, unspecified"
CS04295,Pemphigus erythematosus
CS04296,Other pemphigus
CS04297,"Pemphigoid, unspecified"
CS04298,Other specified bullous disorders
CS04299,"Seborrhoeic dermatitis, unspecified"
CS04300,"Irritant contact dermatitis, unspecified cause"
CS04301,"Papulosquamous disorder, unspecified"
CS04302,"Urticaria, unspecified"
CS04303,"Erythematous condition, unspecified"
CS04304,Other skin changes due to chronic exposure to nonionizing radiation
CS04305,Anagen effluvium
CS04306,"Cicatricial alopecia, unspecified"
CS04307,"Disorder of pigmentation, unspecified"
CS04308,"Epidermal thickening, unspecified"
CS04309,Stage I decubitus ulcer and pressure area
CS04310,Stage II decubitus ulcer
CS04311,Scar conditions and fibrosis of skin
CS04312,Other local lupus erythematosus
CS04313,Livedoid vasculitis
CS04314,"Vasculitis limited to skin, unspecified"
CS04315,Rheumatoid lung disease
CS04316,Rheumatoid vasculitis
CS04317,Other seropositive rheumatoid arthritis
CS04318,"Seropositive rheumatoid arthritis, unspecified"
CS04319,Seronegative rheumatoid arthritis
CS04320,"Crystal arthropathy, unspecified"
CS04321,Traumatic arthropathy
CS04322,Other specified arthritis
CS04323,Primary generalized (osteo)arthrosis
CS04324,"Arthrosis of first carpometacarpal joint, unspecified"
CS04325,"Internal derangement of knee, unspecified"
CS04326,Other specified joint disorders
CS04327,Polyarteritis nodosa
CS04328,Other forms of systemic lupus erythematosus
CS04329,Juvenile dermatomyositis
CS04330,Polymyalgia rheumatica
CS04331,Diffuse (eosinophilic) fasciitis
CS04332,Neuromuscular scoliosis
CS04333,Spondylolisthesis
CS04334,"Deforming dorsopathy, unspecified"
CS04335,Spinal enthesopathy
CS04336,Cervical disc disorder with radiculopathy
CS04337,Spinal instabilities
CS04338,Radiculopathy
CS04339,"Myositis, unspecified"
CS04340,Rupture of popliteal cyst
CS04341,Other bursitis of elbow
CS04342,"Bursopathy, unspecified"
CS04343,Peroneal tendinitis
CS04344,Idiopathic osteoporosis with pathological fracture
CS04345,Other osteoporosis with pathological fracture
CS04346,"Adult osteomalacia, unspecified"
CS04347,"Pathological fracture, not elsewhere classified"
CS04348,"Disorder of continuity of bone, unspecified"
CS04349,Other acute osteomyelitis
CS04350,Subacute osteomyelitis
CS04351,Other chronic osteomyelitis
CS04352,Other osteomyelitis
CS04353,Other osteonecrosis
CS04354,Other specified disorders of bone
CS04355,"Juvenile osteochondrosis, unspecified"
CS04356,Other specified acquired deformities of musculoskeletal system
CS04357,"Acquired deformity of musculoskeletal system, unspecified"
CS04358,Segmental and somatic dysfunction
CS04359,Other biomechanical lesions
CS04360,Acute nephritic syndrome : unspecified
CS04361,Chronic nephritic syndrome : diffuse membranous glomerulonephritis
CS04362,"Nephropathy induced by unspecified drug, medicament or biological substance"
CS04363,"Chronic kidney disease, stage 1"
CS04364,"Chronic kidney disease, stage 2"
CS04365,Calculus of kidney with calculus of ureter
CS04366,"Calculus of lower urinary tract, unspecified"
CS04367,Nephrogenic diabetes insipidus
CS04368,"Neuromuscular dysfunction of bladder, unspecified"
CS04369,"Vesical fistula, not elsewhere classified"
CS04370,Diverticulum of bladder
CS04371,Other urethritis
CS04372,"Urethral syndrome, unspecified"
CS04373,"Urethral stricture, unspecified"
CS04374,Other specified disorders of urinary system
CS04375,Infected hydrocele
CS04376,"Disorder of penis, unspecified"
CS04377,Other specified disorders of breast
CS04378,Acute salpingitis and oophoritis
CS04379,Female pelvic peritoneal adhesions
CS04380,"Endometriosis, unspecified"
CS04381,Female urethrocele
CS04382,Cystocele
CS04383,Other female genital prolapse
CS04384,"Female genital tract fistula, unspecified"
CS04385,"Polyp of female genital tract, unspecified"
CS04386,Haematometra
CS04387,Stricture and atresia of vagina
CS04388,Excessive and frequent menstruation with irregular cycle
CS04389,Other specified abnormal uterine and vaginal bleeding
CS04390,Postmenopausal bleeding
CS04391,Other ectopic pregnancy
CS04392,"Spontaneous abortion : complete or unspecified, with other and unspecified complications"
CS04393,"Other abortion : incomplete, complicated by genital tract and pelvic infection"
CS04394,"Other abortion : incomplete, complicated by delayed or excessive haemorrhage"
CS04395,"Other abortion : incomplete, without complication"
CS04396,"Other abortion : complete or unspecified, complicated by genital tract and pelvic infection"
CS04397,"Other abortion : complete or unspecified, with other and unspecified complications"
CS04398,"Unspecified abortion : incomplete, complicated by genital tract and pelvic infection"
CS04399,"Unspecified abortion : complete or unspecified, complicated by genital tract and pelvic infection"
CS04400,"Unspecified abortion : complete or unspecified, with other and unspecified complications"
CS04401,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
CS04402,Severe pre-eclampsia
CS04403,Eclampsia in the puerperium
CS04404,Maternal care for intrauterine death
CS04405,Morbidly adherent placenta
CS04406,Placenta praevia with haemorrhage
CS04407,Other antepartum haemorrhage
CS04408,Obstetric laceration of cervix
CS04409,Other infection during labour
CS04410,Urinary tract infection following delivery
CS04411,Other genitourinary tract infections following delivery
CS04412,Other specified puerperal infections
CS04413,"Complication of the puerperium, unspecified"
CS04414,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery
CS04415,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery
CS04416,Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery
CS04417,Death from sequelae of direct obstetric cause
CS04418,Death from sequelae of indirect obstetric cause
CS04419,"Tuberculosis complicating pregnancy, childbirth and the puerperium"
CS04420,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"
CS04421,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium"
CS04422,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"
CS04423,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
CS04424,Fetus and newborn affected by maternal injury
CS04425,Fetus and newborn affected by ectopic pregnancy
CS04426,"Post-term infant, not heavy for gestational age"
CS04427,Unspecified intracranial laceration and haemorrhage due to birth injury
CS04428,Unspecified brain damage due to birth injury
CS04429,"Birth injury to central nervous system, unspecified"
CS04430,Birth injury to liver
CS04431,Other specified birth injuries
CS04432,Intrauterine hypoxia first noted during labour and delivery
CS04433,Mild and moderate birth asphyxia
CS04434,Congenital pneumonia due to staphylococcus
CS04435,Congenital pneumonia due to other bacterial agents
CS04436,Interstitial emphysema originating in the perinatal period
CS04437,Pneumopericardium originating in the perinatal period
CS04438,Unspecified chronic respiratory disease originating in the perinatal period
CS04439,Sepsis of newborn due to Staphylococcus aureus
CS04440,Sepsis of newborn due to Escherichia coli
CS04441,Sepsis of newborn due to anaerobes
CS04442,Neonatal adrenal haemorrhage
CS04443,Neonatal jaundice associated with preterm delivery
CS04444,Anaemia of prematurity
CS04445,Transient neonatal neutropenia
CS04446,Meconium plug syndrome
CS04447,"Condition of integument specific to fetus and newborn, unspecified"
CS04448,Nasofrontal encephalocele
CS04449,Other congenital hydrocephalus
CS04450,Arhinencephaly
CS04451,Septo-optic dysplasia
CS04452,Lumbar spina bifida with hydrocephalus
CS04453,Amyelia
CS04454,Hypoplasia and dysplasia of spinal cord
CS04455,"Congenital malformation of spinal cord, unspecified"
CS04456,Other specified congenital malformations of nervous system
CS04457,Common arterial trunk
CS04458,Other congenital malformations of cardiac chambers and connections
CS04459,Congenital pulmonary valve stenosis
CS04460,Other congenital malformations of pulmonary valve
CS04461,Congenital tricuspid stenosis
CS04462,Hypoplastic right heart syndrome
CS04463,"Congenital malformation of tricuspid valve, unspecified"
CS04464,Congenital mitral stenosis
CS04465,Laevocardia
CS04466,Cor triatriatum
CS04467,Other congenital malformations of great veins
CS04468,Other specified congenital malformations of peripheral vascular system
CS04469,Other specified congenital malformations of circulatory system
CS04470,"Congenital malformation of circulatory system, unspecified"
CS04471,Congenital subglottic stenosis
CS04472,Other congenital malformations of larynx
CS04473,Sequestration of lung
CS04474,Other congenital malformations of lung
CS04475,Other specified congenital malformations of respiratory system
CS04476,"Cleft palate, unspecified"
CS04477,"Congenital absence, atresia and stenosis of anus without fistula"
CS04478,"Congenital absence, atresia and stenosis of other parts of large intestine"
CS04479,Other specified congenital malformations of intestine
CS04480,Choledochal cyst
CS04481,"Renal agenesis, bilateral"
CS04482,"Renal agenesis, unspecified"
CS04483,"Renal hypoplasia, unspecified"
CS04484,"Polycystic kidney, autosomal recessive"
CS04485,"Polycystic kidney, autosomal dominant"
CS04486,Other specified congenital malformations of kidney
CS04487,Congenital absence of bladder and urethra
CS04488,Congenital deformity of spine
CS04489,Other specified congenital musculoskeletal deformities
CS04490,Other specified congenital malformations of limb(s)
CS04491,Other specified congenital malformations of skull and face bones
CS04492,Short rib syndrome
CS04493,Other osteochondrodysplasia with defects of growth of tubular bones and spine
CS04494,Osteopetrosis
CS04495,Other congenital malformations of musculoskeletal system
CS04496,Other epidermolysis bullosa
CS04497,"Congenital malformation of integument, unspecified"
CS04498,"Other phakomatoses, not elsewhere classified"
CS04499,"Trisomy 21, meiotic nondisjunction"
CS04500,"Trisomy 13, meiotic nondisjunction"
CS04501,"Trisomy 13, translocation"
CS04502,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"
CS04503,Triploidy and polyploidy
CS04504,Deletion of short arm of chromosome 4
CS04505,"Turner syndrome, unspecified"
CS04506,Palpitations
CS04507,"Haemorrhage from respiratory passages, unspecified"
CS04508,"Localized swelling, mass and lump, head"
CS04509,Abnormal reflex
CS04510,"Painful micturition, unspecified"
CS04511,Somnolence
CS04512,Localized enlarged lymph nodes
CS04513,Abnormal plasma viscosity
CS04514,"Abnormality of plasma protein, unspecified"
CS04515,"Abnormal findings in cerebrospinal fluid : abnormal level of other drugs, medicaments and biological substances"
CS04516,Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal level of enzymes
CS04517,Abnormal findings in specimens from digestive organs and abdominal cavity : unspecified abnormal finding
CS04518,Abnormal findings in specimens from female genital organs : abnormal level of enzymes
CS04519,Pedestrian injured in collision with two- or three-wheeled motor vehicle : nontraffic accident
CS04520,"Pedestrian injured in collision with car, pick-up truck or van : nontraffic accident"
CS04521,Pedestrian injured in collision with railway train or railway vehicle : nontraffic accident
CS04522,Pedestrian injured in collision with other nonmotor vehicle : traffic accident
CS04523,Pedestrian injured in collision with other nonmotor vehicle : unspecified whether traffic or nontraffic accident
CS04524,Pedestrian injured in unspecified nontraffic accident
CS04525,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident
CS04526,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident
CS04527,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in traffic accident
CS04528,"Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
CS04529,"Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
CS04530,"Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
